Expressao,GrupoMultiplo,IndicaNaoOSC,SubGrupo,Motivo,Check
^THAIS,57,1,1,COMISSAO DE FORMATURA,
^THALIS,57,1,1,COMISSAO DE FORMATURA,
^THALITA,57,1,1,COMISSAO DE FORMATURA,
^THALITTA,57,1,1,COMISSAO DE FORMATURA,
^THAMARA,57,1,1,COMISSAO DE FORMATURA,
^THAMIR,57,1,1,COMISSAO DE FORMATURA,
^THAY,57,1,1,COMISSAO DE FORMATURA,
^THIAGO,57,1,1,COMISSAO DE FORMATURA,
^TIAGO,57,1,1,COMISSAO DE FORMATURA,
^TOBIAS,57,1,1,COMISSAO DE FORMATURA,
^TULIO,57,1,1,COMISSAO DE FORMATURA,
^TURISMLOGOS,57,1,1,COMISSAO DE FORMATURA,
^TURISMO,57,1,1,COMISSAO DE FORMATURA,
^UMIFORMANDOS,57,1,1,COMISSAO DE FORMATURA,
^UNI ENFERMAGEM,57,1,1,COMISSAO DE FORMATURA,
 UNIAO DOS FORMANDOS,57,1,1,COMISSAO DE FORMATURA,
^UNIDIREITO,57,1,1,COMISSAO DE FORMATURA,
^UNIDOS FORMAREMOS,57,1,1,COMISSAO DE FORMATURA,
^UNI-EDU,57,1,1,COMISSAO DE FORMATURA,
^UNIESTETICA,57,1,1,COMISSAO DE FORMATURA,
^UNIFISIO,57,1,1,COMISSAO DE FORMATURA,
^UNIFOA-MED,57,1,1,COMISSAO DE FORMATURA,
^UNIG MED,57,1,1,COMISSAO DE FORMATURA,
^VALQUIRIA,57,1,1,COMISSAO DE FORMATURA,
^VALTEIR,57,1,1,COMISSAO DE FORMATURA,
^VANDERSON,57,1,1,COMISSAO DE FORMATURA,
^VANESSA,57,1,1,COMISSAO DE FORMATURA,
^VERDADEIRA LUZ N 54,57,1,1,COMISSAO DE FORMATURA,
^VERDMINISTRANDO,57,1,1,COMISSAO DE FORMATURA,
^VERONICA,57,1,1,COMISSAO DE FORMATURA,
^VET 2013,57,1,1,COMISSAO DE FORMATURA,
^VETERINA,57,1,1,COMISSAO DE FORMATURA,
^VICTOR,57,1,1,COMISSAO DE FORMATURA,
^VILAZIA,57,1,1,COMISSAO DE FORMATURA,
^VINICIUS,57,1,1,COMISSAO DE FORMATURA,
^VITOR,57,1,1,COMISSAO DE FORMATURA,
^VITORINA,57,1,1,COMISSAO DE FORMATURA,
^VIVIAN,57,1,1,COMISSAO DE FORMATURA,
^WALTER,57,1,1,COMISSAO DE FORMATURA,
^WANILDA,57,1,1,COMISSAO DE FORMATURA,
^WASHINGTON,57,1,1,COMISSAO DE FORMATURA,
^WESLEY,57,1,1,COMISSAO DE FORMATURA,
^WILIAN,57,1,1,COMISSAO DE FORMATURA,
^WILLANS,57,1,1,COMISSAO DE FORMATURA,
^WILLIA,57,1,1,COMISSAO DE FORMATURA,
^WILSON,57,1,1,COMISSAO DE FORMATURA,
^WINNIE,57,1,1,COMISSAO DE FORMATURA,
^YANCA,57,1,1,COMISSAO DE FORMATURA,
^YANDRA,57,1,1,COMISSAO DE FORMATURA,
^YANNE,57,1,1,COMISSAO DE FORMATURA,
^YARA,57,1,1,COMISSAO DE FORMATURA,
^YHARA,57,1,1,COMISSAO DE FORMATURA,
^YOHANNA,57,1,1,COMISSAO DE FORMATURA,
^YOLANDA,57,1,1,COMISSAO DE FORMATURA,
^ZANONI,57,1,1,COMISSAO DE FORMATURA,
[0-9]$,57,1,2,COMISSAO DE FORMATURA,
ASSO,57,0,.,COMISSAO DE FORMATURA,
ORG,57,0,.,COMISSAO DE FORMATURA,
CLUBE,57,0,.,COMISSAO DE FORMATURA,
HUMANAS,57,0,.,COMISSAO DE FORMATURA,
ADVOGADOS,57,0,.,COMISSAO DE FORMATURA,
LOJA,57,0,.,COMISSAO DE FORMATURA,
^A\\.L PEREIRA,58,1,1,COMISSAO DE FORMATURA,
^ADALSIDNEI,58,1,1,COMISSAO DE FORMATURA,
^ADILSON,58,1,1,COMISSAO DE FORMATURA,
^ADRIANA,58,1,1,COMISSAO DE FORMATURA,
^AGORA VAI,58,1,1,COMISSAO DE FORMATURA,
^AILF CLARO,58,1,1,COMISSAO DE FORMATURA,
^ALANA,58,1,1,COMISSAO DE FORMATURA,
^ALCIMARA,58,1,1,COMISSAO DE FORMATURA,
^ALEXANDR,58,1,1,COMISSAO DE FORMATURA,
^ALEXSANDRO,58,1,1,COMISSAO DE FORMATURA,
^ALICE,58,1,1,COMISSAO DE FORMATURA,
^ALINE,58,1,1,COMISSAO DE FORMATURA,
^AMANDA,58,1,1,COMISSAO DE FORMATURA,
^ANA,58,1,1,COMISSAO DE FORMATURA,
^ANA-,58,1,1,COMISSAO DE FORMATURA,
^ANA\\.,58,1,1,COMISSAO DE FORMATURA,
^ANAELISA,58,1,1,COMISSAO DE FORMATURA,
^ANANDA,58,1,1,COMISSAO DE FORMATURA,
^ANAPAULA,58,1,1,COMISSAO DE FORMATURA,
^ANDERSON,58,1,1,COMISSAO DE FORMATURA,
^ANDRE-,58,1,1,COMISSAO DE FORMATURA,
^ANDRE\\.,58,1,1,COMISSAO DE FORMATURA,
^ANDREA,58,1,1,COMISSAO DE FORMATURA,
^ANDRESA,58,1,1,COMISSAO DE FORMATURA,
^ANDRESSA,58,1,1,COMISSAO DE FORMATURA,
^ANEICY,58,1,1,COMISSAO DE FORMATURA,
^ANGELICA,58,1,1,COMISSAO DE FORMATURA,
^ANICE,58,1,1,COMISSAO DE FORMATURA,
^ANNA,58,1,1,COMISSAO DE FORMATURA,
^ANTES TARDE,58,1,1,COMISSAO DE FORMATURA,
^ANTONIA,58,1,1,COMISSAO DE FORMATURA,
^ANTONIO,58,1,1,COMISSAO DE FORMATURA,
^APARECIDA,58,1,1,COMISSAO DE FORMATURA,
^ARISTIDES,58,1,1,COMISSAO DE FORMATURA,
^ARQ,58,1,1,COMISSAO DE FORMATURA,
^ARTHUR,58,1,1,COMISSAO DE FORMATURA,
^ARYANE,58,1,1,COMISSAO DE FORMATURA,
^BARBARA,58,1,1,COMISSAO DE FORMATURA,
^BEATRIZ,58,1,1,COMISSAO DE FORMATURA,
^BERNARDO,58,1,1,COMISSAO DE FORMATURA,
^BETT,58,1,1,COMISSAO DE FORMATURA,
^BETANIA,58,1,1,COMISSAO DE FORMATURA,
^BIANCA,58,1,1,COMISSAO DE FORMATURA,
^BIBIANA,58,1,1,COMISSAO DE FORMATURA,
^BIO,58,1,1,COMISSAO DE FORMATURA,
^BRENO,58,1,1,COMISSAO DE FORMATURA,
^BRUCE,58,1,1,COMISSAO DE FORMATURA,
^BRUNA,58,1,1,COMISSAO DE FORMATURA,
^BRUNN,58,1,1,COMISSAO DE FORMATURA,
^BRUNO,58,1,1,COMISSAO DE FORMATURA,
^CAIO,58,1,1,COMISSAO DE FORMATURA,
^CAMILA,58,1,1,COMISSAO DE FORMATURA,
^CAMILLA,58,1,1,COMISSAO DE FORMATURA,
^CAMILO,58,1,1,COMISSAO DE FORMATURA,
^CARLA,58,1,1,COMISSAO DE FORMATURA,
^CARLOS,58,1,1,COMISSAO DE FORMATURA,
^CAROL,58,1,1,COMISSAO DE FORMATURA,
^CATHARINA,58,1,1,COMISSAO DE FORMATURA,
^CATIA,58,1,1,COMISSAO DE FORMATURA,
^CECILIA,58,1,1,COMISSAO DE FORMATURA,
^CENIRA,58,1,1,COMISSAO DE FORMATURA,
^CICERO,58,1,1,COMISSAO DE FORMATURA,
^CICILIA,58,1,1,COMISSAO DE FORMATURA,
^CID\\.,58,1,1,COMISSAO DE FORMATURA,
^CIENCIAS CONTA,58,1,1,COMISSAO DE FORMATURA,
^CILAS,58,1,1,COMISSAO DE FORMATURA,
^CINDY,58,1,1,COMISSAO DE FORMATURA,
^CINTIA,58,1,1,COMISSAO DE FORMATURA,
^CLARA,58,1,1,COMISSAO DE FORMATURA,
^CLAUD,58,1,1,COMISSAO DE FORMATURA,
^CLAUDIA,58,1,1,COMISSAO DE FORMATURA,
^CLEBSON,58,1,1,COMISSAO DE FORMATURA,
^CLEISSON,58,1,1,COMISSAO DE FORMATURA,
^CLEITON,58,1,1,COMISSAO DE FORMATURA,
^CONTABEIS,58,1,1,COMISSAO DE FORMATURA,
^CRISTIANE,58,1,1,COMISSAO DE FORMATURA,
^CYNTHIA,58,1,1,COMISSAO DE FORMATURA,
^DAIAN,58,1,1,COMISSAO DE FORMATURA,
^DALILA,58,1,1,COMISSAO DE FORMATURA,
^DANDARA,58,1,1,COMISSAO DE FORMATURA,
^DANDHARA,58,1,1,COMISSAO DE FORMATURA,
^DANIEL,58,1,1,COMISSAO DE FORMATURA,
^DANILO,58,1,1,COMISSAO DE FORMATURA,
^DAVI,58,1,1,COMISSAO DE FORMATURA,
^DAYANA,58,1,1,COMISSAO DE FORMATURA,
^DEBORA,58,1,1,COMISSAO DE FORMATURA,
^DENISE,58,1,1,COMISSAO DE FORMATURA,
^DEREC,58,1,1,COMISSAO DE FORMATURA,
^DEREK,58,1,1,COMISSAO DE FORMATURA,
^DESIGN,58,1,1,COMISSAO DE FORMATURA,
^DHARIELY,58,1,1,COMISSAO DE FORMATURA,
^DIANA,58,1,1,COMISSAO DE FORMATURA,
^DIEGO,58,1,1,COMISSAO DE FORMATURA,
^DILLIANY,58,1,1,COMISSAO DE FORMATURA,
^DILMA,58,1,1,COMISSAO DE FORMATURA,
^DIONISIO,58,1,1,COMISSAO DE FORMATURA,
^DIREITO,58,1,1,COMISSAO DE FORMATURA,
^DOUGLAS,58,1,1,COMISSAO DE FORMATURA,
^E M SILVEIRA,58,1,1,COMISSAO DE FORMATURA,
^ECONOMIA,58,1,1,COMISSAO DE FORMATURA,
^ED FISICA,58,1,1,COMISSAO DE FORMATURA,
^ED\\. FISICA,58,1,1,COMISSAO DE FORMATURA,
^EDER,58,1,1,COMISSAO DE FORMATURA,
^EDUARDA,58,1,1,COMISSAO DE FORMATURA,
^EDUARDO,58,1,1,COMISSAO DE FORMATURA,
^EDUCACAO,58,1,1,COMISSAO DE FORMATURA,
^EISENHOWER,58,1,1,COMISSAO DE FORMATURA,
^ELAINE,58,1,1,COMISSAO DE FORMATURA,
^ELIANE,58,1,1,COMISSAO DE FORMATURA,
^ELISA,58,1,1,COMISSAO DE FORMATURA,
^ELISSANDER,58,1,1,COMISSAO DE FORMATURA,
^ELIZANE,58,1,1,COMISSAO DE FORMATURA,
^ELTON,58,1,1,COMISSAO DE FORMATURA,
^EMANUEL,58,1,1,COMISSAO DE FORMATURA,
^EMILLYN,58,1,1,COMISSAO DE FORMATURA,
^EMILY,58,1,1,COMISSAO DE FORMATURA,
^ENDIREITA,58,1,1,COMISSAO DE FORMATURA,
^ENF,58,1,1,COMISSAO DE FORMATURA,
^ENFERMAGEM,58,1,1,COMISSAO DE FORMATURA,
^ENG,58,1,1,COMISSAO DE FORMATURA,
^ENG-,58,1,1,COMISSAO DE FORMATURA,
^ENG\\.,58,1,1,COMISSAO DE FORMATURA,
^ENGENHARIA,58,1,1,COMISSAO DE FORMATURA,
^ENNIO,58,1,1,COMISSAO DE FORMATURA,
^ERICA,58,1,1,COMISSAO DE FORMATURA,
^ERIKA,58,1,1,COMISSAO DE FORMATURA,
^ESTER,58,1,1,COMISSAO DE FORMATURA,
^ESTETICA,58,1,1,COMISSAO DE FORMATURA,
^ESTHER,58,1,1,COMISSAO DE FORMATURA,
^EVANDSON,58,1,1,COMISSAO DE FORMATURA,
^EVANYA,58,1,1,COMISSAO DE FORMATURA,
^FABIAN,58,1,1,COMISSAO DE FORMATURA,
^FABIO,58,1,1,COMISSAO DE FORMATURA,
^FARMA,58,1,1,COMISSAO DE FORMATURA,
^FELIPE,58,1,1,COMISSAO DE FORMATURA,
^FELIPPE,58,1,1,COMISSAO DE FORMATURA,
^FERNANDA,58,1,1,COMISSAO DE FORMATURA,
^FERNANDO,58,1,1,COMISSAO DE FORMATURA,
^FISICA,58,1,1,COMISSAO DE FORMATURA,
^FISIO,58,1,1,COMISSAO DE FORMATURA,
^FLAVIA,58,1,1,COMISSAO DE FORMATURA,
^FLAVIO,58,1,1,COMISSAO DE FORMATURA,
^FONO,58,1,1,COMISSAO DE FORMATURA,
^FORM,58,1,1,COMISSAO DE FORMATURA,
FORMANDOS 1O\\.SEMESTRE,58,1,1,COMISSAO DE FORMATURA,
^FRANCESCA,58,1,1,COMISSAO DE FORMATURA,
^FRANCIEL,58,1,1,COMISSAO DE FORMATURA,
^FRANCISCA,58,1,1,COMISSAO DE FORMATURA,
^FRANCISCA\\.,58,1,1,COMISSAO DE FORMATURA,
^FRANCISCO,58,1,1,COMISSAO DE FORMATURA,
^FRANCISMAR,58,1,1,COMISSAO DE FORMATURA,
^FRANCO,58,1,1,COMISSAO DE FORMATURA,
^FRANCYS,58,1,1,COMISSAO DE FORMATURA,
^FREDERIC,58,1,1,COMISSAO DE FORMATURA,
^GABRIEL,58,1,1,COMISSAO DE FORMATURA,
^GERALDO,58,1,1,COMISSAO DE FORMATURA,
^GESSICA,58,1,1,COMISSAO DE FORMATURA,
^GILDAZIO,58,1,1,COMISSAO DE FORMATURA,
^GIOVAN,58,1,1,COMISSAO DE FORMATURA,
^GISLAYNE,58,1,1,COMISSAO DE FORMATURA,
^GIULIA,58,1,1,COMISSAO DE FORMATURA,
^GIULLIANO,58,1,1,COMISSAO DE FORMATURA,
^GLAUCIA,58,1,1,COMISSAO DE FORMATURA,
^GRAZI,58,1,1,COMISSAO DE FORMATURA,
^GUILHERME,58,1,1,COMISSAO DE FORMATURA,
^GUSTAVO,58,1,1,COMISSAO DE FORMATURA,
^HELENITA,58,1,1,COMISSAO DE FORMATURA,
^HELOISA,58,1,1,COMISSAO DE FORMATURA,
^HELOIZA,58,1,1,COMISSAO DE FORMATURA,
^HENRIQUE,58,1,1,COMISSAO DE FORMATURA,
^HERALDO,58,1,1,COMISSAO DE FORMATURA,
^HIGOR,58,1,1,COMISSAO DE FORMATURA,
^HILDEBRANDO,58,1,1,COMISSAO DE FORMATURA,
^HISTO,58,1,1,COMISSAO DE FORMATURA,
^HUGO,58,1,1,COMISSAO DE FORMATURA,
^IAGO,58,1,1,COMISSAO DE FORMATURA,
^IAN,58,1,1,COMISSAO DE FORMATURA,
^IGOR,58,1,1,COMISSAO DE FORMATURA,
^ILZA,58,1,1,COMISSAO DE FORMATURA,
^ISAAC,58,1,1,COMISSAO DE FORMATURA,
^ISABEL,58,1,1,COMISSAO DE FORMATURA,
^ISADORA,58,1,1,COMISSAO DE FORMATURA,
^ISMAEL,58,1,1,COMISSAO DE FORMATURA,
^ITALO,58,1,1,COMISSAO DE FORMATURA,
^IURI,58,1,1,COMISSAO DE FORMATURA,
^IVA,58,1,1,COMISSAO DE FORMATURA,
^IZABELA,58,1,1,COMISSAO DE FORMATURA,
^JACK,58,1,1,COMISSAO DE FORMATURA,
^JADE,58,1,1,COMISSAO DE FORMATURA,
^JAIDER,58,1,1,COMISSAO DE FORMATURA,
^JAIME,58,1,1,COMISSAO DE FORMATURA,
^JAISSA,58,1,1,COMISSAO DE FORMATURA,
^JAMILE,58,1,1,COMISSAO DE FORMATURA,
^JANAINA,58,1,1,COMISSAO DE FORMATURA,
^JAQUE,58,1,1,COMISSAO DE FORMATURA,
^JEANDRA,58,1,1,COMISSAO DE FORMATURA,
^JESSICA,58,1,1,COMISSAO DE FORMATURA,
^JHONNILO,58,1,1,COMISSAO DE FORMATURA,
^JOANA,58,1,1,COMISSAO DE FORMATURA,
^JOAO,58,1,1,COMISSAO DE FORMATURA,
^JOBERT,58,1,1,COMISSAO DE FORMATURA,
^JONATHAN,58,1,1,COMISSAO DE FORMATURA,
^JONNY,58,1,1,COMISSAO DE FORMATURA,
^JORDANA,58,1,1,COMISSAO DE FORMATURA,
^JORNAL,58,1,1,COMISSAO DE FORMATURA,
^JOSE,58,1,1,COMISSAO DE FORMATURA,
^JOSI,58,1,1,COMISSAO DE FORMATURA,
^JOYCE,58,1,1,COMISSAO DE FORMATURA,
^JULIA,58,1,1,COMISSAO DE FORMATURA,
^JULIE,58,1,1,COMISSAO DE FORMATURA,
^JULIO,58,1,1,COMISSAO DE FORMATURA,
^JULLIA,58,1,1,COMISSAO DE FORMATURA,
^JURIDICO,58,1,1,COMISSAO DE FORMATURA,
^JUSCELINO,58,1,1,COMISSAO DE FORMATURA,
^KAIO,58,1,1,COMISSAO DE FORMATURA,
^KAMIL,58,1,1,COMISSAO DE FORMATURA,
^KARE,58,1,1,COMISSAO DE FORMATURA,
^KARINA,58,1,1,COMISSAO DE FORMATURA,
^KARINE,58,1,1,COMISSAO DE FORMATURA,
 KARLA,58,1,1,COMISSAO DE FORMATURA,
^KAROL,58,1,1,COMISSAO DE FORMATURA,
^KATHERINE,58,1,1,COMISSAO DE FORMATURA,
^KATHLEEN,58,1,1,COMISSAO DE FORMATURA,
^KELLEN,58,1,1,COMISSAO DE FORMATURA,
^KENNETH,58,1,1,COMISSAO DE FORMATURA,
^KESIA,58,1,1,COMISSAO DE FORMATURA,
^KEYLA,58,1,1,COMISSAO DE FORMATURA,
^KEZIA,58,1,1,COMISSAO DE FORMATURA,
^KISSYLA,58,1,1,COMISSAO DE FORMATURA,
^KLAWS,58,1,1,COMISSAO DE FORMATURA,
^LAIS,58,1,1,COMISSAO DE FORMATURA,
^LAIZA,58,1,1,COMISSAO DE FORMATURA,
^LARA,58,1,1,COMISSAO DE FORMATURA,
^LARISSA,58,1,1,COMISSAO DE FORMATURA,
^LARYSSA,58,1,1,COMISSAO DE FORMATURA,
^LAURA,58,1,1,COMISSAO DE FORMATURA,
^LAUREN,58,1,1,COMISSAO DE FORMATURA,
^LAYLA,58,1,1,COMISSAO DE FORMATURA,
^LAYNA,58,1,1,COMISSAO DE FORMATURA,
^LEANDRO,58,1,1,COMISSAO DE FORMATURA,
^LEMUEL,58,1,1,COMISSAO DE FORMATURA,
^LEONARDA,58,1,1,COMISSAO DE FORMATURA,
^LEONARDO,58,1,1,COMISSAO DE FORMATURA,
^LEONE,58,1,1,COMISSAO DE FORMATURA,
^LETICIA,58,1,1,COMISSAO DE FORMATURA,
^LETRAS,58,1,1,COMISSAO DE FORMATURA,
^LIDIA,58,1,1,COMISSAO DE FORMATURA,
^LIGIA,58,1,1,COMISSAO DE FORMATURA,
^LIMA E ROCHA,58,1,1,COMISSAO DE FORMATURA,
^LISANDRA,58,1,1,COMISSAO DE FORMATURA,
^LISSANDRA,58,1,1,COMISSAO DE FORMATURA,
^LIVIA,58,1,1,COMISSAO DE FORMATURA,
^LIZ,58,1,1,COMISSAO DE FORMATURA,
^LOHAINY,58,1,1,COMISSAO DE FORMATURA,
^LORENA,58,1,1,COMISSAO DE FORMATURA,
^LORRANE,58,1,1,COMISSAO DE FORMATURA,
^LOURENE,58,1,1,COMISSAO DE FORMATURA,
^LUA,58,1,1,COMISSAO DE FORMATURA,
^LUCAS,58,1,1,COMISSAO DE FORMATURA,
^LUCIAN,58,1,1,COMISSAO DE FORMATURA,
^LUDIMILLA,58,1,1,COMISSAO DE FORMATURA,
^LUDMILA,58,1,1,COMISSAO DE FORMATURA,
^LUENA,58,1,1,COMISSAO DE FORMATURA,
^LUIS,58,1,1,COMISSAO DE FORMATURA,
^LUIZ,58,1,1,COMISSAO DE FORMATURA,
^LURIA,58,1,1,COMISSAO DE FORMATURA,
^LUXMAR,58,1,1,COMISSAO DE FORMATURA,
^LUZIA,58,1,1,COMISSAO DE FORMATURA,
^LUZIARI,58,1,1,COMISSAO DE FORMATURA,
^LUZITANIA,58,1,1,COMISSAO DE FORMATURA,
^LYZANDRA,58,1,1,COMISSAO DE FORMATURA,
^MACYLAINE,58,1,1,COMISSAO DE FORMATURA,
^MAHYARA,58,1,1,COMISSAO DE FORMATURA,
^MAIRA,58,1,1,COMISSAO DE FORMATURA,
^MAISA,58,1,1,COMISSAO DE FORMATURA,
^MANOEL,58,1,1,COMISSAO DE FORMATURA,
^MARCEL,58,1,1,COMISSAO DE FORMATURA,
^MARCELO,58,1,1,COMISSAO DE FORMATURA,
^MARCI,58,1,1,COMISSAO DE FORMATURA,
^MARCIA,58,1,1,COMISSAO DE FORMATURA,
^MARCO,58,1,1,COMISSAO DE FORMATURA,
^MARCUS,58,1,1,COMISSAO DE FORMATURA,
^MARIA,58,1,1,COMISSAO DE FORMATURA,
^MARIELLA,58,1,1,COMISSAO DE FORMATURA,
^MARILAINE,58,1,1,COMISSAO DE FORMATURA,
^MARILIA,58,1,1,COMISSAO DE FORMATURA,
^MARINA,58,1,1,COMISSAO DE FORMATURA,
^MARISTELA,58,1,1,COMISSAO DE FORMATURA,
^MATEUS,58,1,1,COMISSAO DE FORMATURA,
^MATHEUS,58,1,1,COMISSAO DE FORMATURA,
^MAURICELIO,58,1,1,COMISSAO DE FORMATURA,
^MAURICIO,58,1,1,COMISSAO DE FORMATURA,
^MAYARA,58,1,1,COMISSAO DE FORMATURA,
^MAYSA,58,1,1,COMISSAO DE FORMATURA,
^MEC,58,1,1,COMISSAO DE FORMATURA,
^MED,58,1,1,COMISSAO DE FORMATURA,
^MED-,58,1,1,COMISSAO DE FORMATURA,
^MEDICINA,58,1,1,COMISSAO DE FORMATURA,
^MEDVET,58,1,1,COMISSAO DE FORMATURA,
^MELISSA,58,1,1,COMISSAO DE FORMATURA,
^MELLORY,58,1,1,COMISSAO DE FORMATURA,
^MICAEL,58,1,1,COMISSAO DE FORMATURA,
^MICHELLE,58,1,1,COMISSAO DE FORMATURA,
^MIKAELLA,58,1,1,COMISSAO DE FORMATURA,
^MILEN,58,1,1,COMISSAO DE FORMATURA,
^MILLY,58,1,1,COMISSAO DE FORMATURA,
^MIRELLA,58,1,1,COMISSAO DE FORMATURA,
^MIRIANA,58,1,1,COMISSAO DE FORMATURA,
^MOACIR,58,1,1,COMISSAO DE FORMATURA,
^MOISES,58,1,1,COMISSAO DE FORMATURA,
^MONIQUE,58,1,1,COMISSAO DE FORMATURA,
^MURILO,58,1,1,COMISSAO DE FORMATURA,
^MUSICA,58,1,1,COMISSAO DE FORMATURA,
^MYLENA,58,1,1,COMISSAO DE FORMATURA,
^NAHANE,58,1,1,COMISSAO DE FORMATURA,
^NASARE,58,1,1,COMISSAO DE FORMATURA,
^NATALIA,58,1,1,COMISSAO DE FORMATURA,
^NATASHA,58,1,1,COMISSAO DE FORMATURA,
^NATHALIA,58,1,1,COMISSAO DE FORMATURA,
^NATHALYA,58,1,1,COMISSAO DE FORMATURA,
^NAYARA,58,1,1,COMISSAO DE FORMATURA,
^NELSON,58,1,1,COMISSAO DE FORMATURA,
^NEM FREUD EXPLICA,58,1,1,COMISSAO DE FORMATURA,
^NEYLA,58,1,1,COMISSAO DE FORMATURA,
^NICHOLAS,58,1,1,COMISSAO DE FORMATURA,
^NICOLE,58,1,1,COMISSAO DE FORMATURA,
^NICOLLE,58,1,1,COMISSAO DE FORMATURA,
^NILCE,58,1,1,COMISSAO DE FORMATURA,
^NILSON,58,1,1,COMISSAO DE FORMATURA,
^NORMELINO,58,1,1,COMISSAO DE FORMATURA,
^NUTRI,58,1,1,COMISSAO DE FORMATURA,
^ODONTO,58,1,1,COMISSAO DE FORMATURA,
^OHANNA,58,1,1,COMISSAO DE FORMATURA,
^OS MAIS NOVOS MEDICOS,58,1,1,COMISSAO DE FORMATURA,
^OSVALDO,58,1,1,COMISSAO DE FORMATURA,
^OTAVIO,58,1,1,COMISSAO DE FORMATURA,
^PABLO,58,1,1,COMISSAO DE FORMATURA,
^PAMEL,58,1,1,COMISSAO DE FORMATURA,
^PAOLA,58,1,1,COMISSAO DE FORMATURA,
^PATRICIA,58,1,1,COMISSAO DE FORMATURA,
^PATRICK,58,1,1,COMISSAO DE FORMATURA,
^PAULA,58,1,1,COMISSAO DE FORMATURA,
^PAULLA,58,1,1,COMISSAO DE FORMATURA,
^PAULO,58,1,1,COMISSAO DE FORMATURA,
^PED,58,1,1,COMISSAO DE FORMATURA,
^PEDAGO,58,1,1,COMISSAO DE FORMATURA,
^PEDRO,58,1,1,COMISSAO DE FORMATURA,
^PHARMA,58,1,1,COMISSAO DE FORMATURA,
^PIRAGOGOS,58,1,1,COMISSAO DE FORMATURA,
^POLLYANA,58,1,1,COMISSAO DE FORMATURA,
^PRISCILA,58,1,1,COMISSAO DE FORMATURA,
^PRISCYLA,58,1,1,COMISSAO DE FORMATURA,
^PRODUCAO,58,1,1,COMISSAO DE FORMATURA,
^PROFISSIONAIS,58,1,1,COMISSAO DE FORMATURA,
^PSICO,58,1,1,COMISSAO DE FORMATURA,
^PSIQUE,58,1,1,COMISSAO DE FORMATURA,
^QUEM SABE FAZ DIREITO,58,1,1,COMISSAO DE FORMATURA,
^R ELIZEANEA,58,1,1,COMISSAO DE FORMATURA,
^RACHEL,58,1,1,COMISSAO DE FORMATURA,
^RAFAEL,58,1,1,COMISSAO DE FORMATURA,
^RAISSA,58,1,1,COMISSAO DE FORMATURA,
^RAMON,58,1,1,COMISSAO DE FORMATURA,
^RANAM,58,1,1,COMISSAO DE FORMATURA,
^RANIELLA,58,1,1,COMISSAO DE FORMATURA,
^RAPHAELA,58,1,1,COMISSAO DE FORMATURA,
^RAQUEL,58,1,1,COMISSAO DE FORMATURA,
^RAUL,58,1,1,COMISSAO DE FORMATURA,
^RAYAN,58,1,1,COMISSAO DE FORMATURA,
^RAYLA,58,1,1,COMISSAO DE FORMATURA,
^RAYSA,58,1,1,COMISSAO DE FORMATURA,
^REBEC,58,1,1,COMISSAO DE FORMATURA,
^RENAN,58,1,1,COMISSAO DE FORMATURA,
^RENAT,58,1,1,COMISSAO DE FORMATURA,
^ROBERSON,58,1,1,COMISSAO DE FORMATURA,
^ROBERTO,58,1,1,COMISSAO DE FORMATURA,
^RODRIGO,58,1,1,COMISSAO DE FORMATURA,
^ROGERIO,58,1,1,COMISSAO DE FORMATURA,
^ROMILDO,58,1,1,COMISSAO DE FORMATURA,
^ROMUALDO,58,1,1,COMISSAO DE FORMATURA,
^ROMULO,58,1,1,COMISSAO DE FORMATURA,
^RONDINELI,58,1,1,COMISSAO DE FORMATURA,
^RONYELSEN,58,1,1,COMISSAO DE FORMATURA,
^ROSEMBERG,58,1,1,COMISSAO DE FORMATURA,
^ROSIWINNY,58,1,1,COMISSAO DE FORMATURA,
^SABRINA,58,1,1,COMISSAO DE FORMATURA,
^SAHRA,58,1,1,COMISSAO DE FORMATURA,
^SALEZIO,58,1,1,COMISSAO DE FORMATURA,
^SALIM,58,1,1,COMISSAO DE FORMATURA,
^SAMARA,58,1,1,COMISSAO DE FORMATURA,
^SAMILA,58,1,1,COMISSAO DE FORMATURA,
^SAMUEL,58,1,1,COMISSAO DE FORMATURA,
^SAMYLA,58,1,1,COMISSAO DE FORMATURA,
^SANDRA,58,1,1,COMISSAO DE FORMATURA,
^SANDRO,58,1,1,COMISSAO DE FORMATURA,
^SARA,58,1,1,COMISSAO DE FORMATURA,
^SC FERNANDES,58,1,1,COMISSAO DE FORMATURA,
^SEBASTIAO,58,1,1,COMISSAO DE FORMATURA,
^SELEM,58,1,1,COMISSAO DE FORMATURA,
^SERGIO,58,1,1,COMISSAO DE FORMATURA,
^SERVICO DE ASSISTENCIA SOCIAL,58,1,1,COMISSAO DE FORMATURA,
^SERVICO SOCIAL,58,1,1,COMISSAO DE FORMATURA,
^SHAIANA,58,1,1,COMISSAO DE FORMATURA,
^SHEILA,58,1,1,COMISSAO DE FORMATURA,
^SHIRLEY,58,1,1,COMISSAO DE FORMATURA,
^SIDINEI,58,1,1,COMISSAO DE FORMATURA,
^SILMARA,58,1,1,COMISSAO DE FORMATURA,
^SILVESTRE,58,1,1,COMISSAO DE FORMATURA,
^SIMONE,58,1,1,COMISSAO DE FORMATURA,
^SOFIA,58,1,1,COMISSAO DE FORMATURA,
^STEFANY,58,1,1,COMISSAO DE FORMATURA,
